"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Orkhon Valley","MnZungh","Other Paper currency","0","","","","simple","simple",""
"Orkhon Valley","MnZungh","Largest scale collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Orkhon Valley","MnZungh","Largest scale collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Orkhon Valley","MnZungh","Largest scale collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most widespread collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most widespread collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most widespread collective ritual of the official cult Frequency for the audience","6","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most frequent collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most frequent collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most frequent collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Orkhon Valley","MnZungh","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Orkhon Valley","MnZungh","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","1","","","","simple","simple",""
"Orkhon Valley","MnZungh","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Orkhon Valley","MnZungh","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","0.9","","","","simple","simple",""
"Orkhon Valley","MnZungh","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0.1","","","","simple","simple",""
"Lena River Valley","RuYakuE","Social Scale Population of the largest settlement","100","","","","simple","simple",""
"Lena River Valley","RuYakuE","Hierarchical Complexity Administrative levels","2","","","","simple","simple",""
"Lena River Valley","RuYakuE","Hierarchical Complexity Military levels","2","","","","simple","simple",""
"Lena River Valley","RuYakuE","Hierarchical Complexity Settlement hierarchy","1","","","","simple","simple",""
"Lena River Valley","RuYakuE","Professions Professional military officers","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Professions Professional soldiers","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Professions Professional priesthood","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Bureaucracy characteristics Merit promotion","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Bureaucracy characteristics Specialized government buildings","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Law Courts","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Law Formal legal code","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Law Judges","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Law Professional Lawyers","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned irrigation systems","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned drinking water supply systems","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned markets","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned food storage sites","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned Roads","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned Bridges","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned Canals","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Specialized Buildings: polity owned Mines or quarries","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Couriers","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Postal stations","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other General postal service","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Mnemonic devices","0.9","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Nonwritten records","1","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Written records","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Script","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Phonetic alphabetic writing","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Lists tables and classifications","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Calendar","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Sacred Texts","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Religious literature","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Practical literature","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information History","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Philosophy","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Scientific literature","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Information Fiction","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Articles","0.9","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Tokens","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Precious metals","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Foreign coins","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Indigenous coins","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Other Paper currency","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Largest scale collective ritual of the official cult Frequency for the ritual specialist","3","","","","simple","simple",""
"Lena River Valley","RuYakuE","Largest scale collective ritual of the official cult Frequency per participant","3","","","","simple","simple",""
"Lena River Valley","RuYakuE","Largest scale collective ritual of the official cult Frequency for the audience","3","","","","simple","simple",""
"Lena River Valley","RuYakuE","Most widespread collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Lena River Valley","RuYakuE","Most widespread collective ritual of the official cult Frequency per participant","0","","","","simple","simple",""
"Lena River Valley","RuYakuE","Most widespread collective ritual of the official cult Frequency for the audience","3","","","","simple","simple",""
"Lena River Valley","RuYakuE","Most frequent collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Lena River Valley","RuYakuE","Most frequent collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Lena River Valley","RuYakuE","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","2","","","","simple","simple",""
"Lena River Valley","RuYakuE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","0.1","","","","simple","simple",""
"Lena River Valley","RuYakuE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","0.1","","","","simple","simple",""
"Lena River Valley","RuYakuE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Social Scale Polity Population","71","340","","","complex","range",""
"Valley of Oaxaca","MxTieLa","Social Scale Population of the largest settlement","71","340","","","complex","range",""
"Valley of Oaxaca","MxTieLa","Hierarchical Complexity Administrative levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Hierarchical Complexity Military levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Hierarchical Complexity Religious levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Hierarchical Complexity Settlement hierarchy","1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Professions Professional military officers","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Professions Professional soldiers","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Professions Professional priesthood","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Bureaucracy characteristics Full-time bureaucrats","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Bureaucracy characteristics Examination system","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Bureaucracy characteristics Specialized government buildings","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Law Courts","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Law Formal legal code","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Law Judges","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Law Professional Lawyers","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned irrigation systems","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned markets","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned Roads","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned Bridges","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned Canals","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Specialized Buildings: polity owned Mines or quarries","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Other Couriers","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Other Postal stations","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Other General postal service","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Written records","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Script","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Non-phonetic writing","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Phonetic alphabetic writing","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Lists tables and classifications","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Calendar","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Sacred Texts","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Religious literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Practical literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information History","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Philosophy","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Scientific literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Information Fiction","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Other Precious metals","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Other Foreign coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Other Indigenous coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Other Paper currency","0","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Most widespread collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Most widespread collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Most widespread collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Most frequent collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Most frequent collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxTieLa","Most frequent collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Social Scale Population of the largest settlement","791","1976","","","complex","range",""
"Valley of Oaxaca","MxSanGu","Hierarchical Complexity Military levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Hierarchical Complexity Religious levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Hierarchical Complexity Settlement hierarchy","2","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Professions Professional military officers","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Professions Professional soldiers","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Professions Professional priesthood","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Bureaucracy characteristics Merit promotion","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Bureaucracy characteristics Specialized government buildings","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Law Courts","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Law Formal legal code","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Law Judges","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Law Professional Lawyers","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Specialized Buildings: polity owned irrigation systems","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Specialized Buildings: polity owned markets","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Specialized Buildings: polity owned Roads","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Specialized Buildings: polity owned Bridges","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Specialized Buildings: polity owned Canals","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Specialized Buildings: polity owned Mines or quarries","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Couriers","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Postal stations","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other General postal service","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Written records","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Script","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Non-phonetic writing","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Phonetic alphabetic writing","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Lists tables and classifications","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Calendar","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Sacred Texts","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Religious literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Practical literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information History","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Philosophy","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Scientific literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Information Fiction","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Articles","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Tokens","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Precious metals","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Foreign coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Indigenous coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Other Paper currency","0","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Most widespread collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Most widespread collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Most widespread collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Most frequent collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Most frequent collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxSanGu","Most frequent collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Social Scale Polity Population","1000","2000","","","complex","range",""
"Valley of Oaxaca","MxRosar","Social Scale Polity territory","50","500","","","complex","range",""
"Valley of Oaxaca","MxRosar","Social Scale Population of the largest settlement","1000","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Hierarchical Complexity Military levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Hierarchical Complexity Religious levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Hierarchical Complexity Settlement hierarchy","3","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Professions Professional military officers","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Professions Professional soldiers","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Bureaucracy characteristics Merit promotion","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Bureaucracy characteristics Specialized government buildings","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Law Courts","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Law Formal legal code","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Law Judges","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Law Professional Lawyers","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned irrigation systems","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned markets","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned food storage sites","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned Roads","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned Bridges","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned Canals","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Specialized Buildings: polity owned Mines or quarries","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Other Couriers","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Other Postal stations","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Other General postal service","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Mnemonic devices","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Written records","1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Script","1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Non-phonetic writing","1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Phonetic alphabetic writing","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Lists tables and classifications","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Calendar","1","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Sacred Texts","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Religious literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Practical literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information History","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Philosophy","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Scientific literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Information Fiction","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Other Precious metals","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Other Foreign coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Other Indigenous coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Other Paper currency","0","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Most widespread collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Most widespread collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Most widespread collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Most frequent collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Most frequent collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxRosar","Most frequent collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Social Scale Polity Population","8000","10000","","","complex","range",""
"Valley of Oaxaca","MxAlb1E","Social Scale Polity territory","1300","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Social Scale Population of the largest settlement","2000","","-500","","complex","simple","simple"
"Valley of Oaxaca","MxAlb1E","Social Scale Population of the largest settlement","5280","","-400","-200","complex","simple","range"
"Valley of Oaxaca","MxAlb1E","Hierarchical Complexity Military levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Hierarchical Complexity Religious levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Hierarchical Complexity Settlement hierarchy","2","3","","","complex","range",""
"Valley of Oaxaca","MxAlb1E","Professions Professional military officers","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Professions Professional soldiers","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Professions Professional priesthood","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Bureaucracy characteristics Examination system","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Bureaucracy characteristics Merit promotion","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Bureaucracy characteristics Specialized government buildings","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Law Courts","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Law Formal legal code","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Law Judges","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Law Professional Lawyers","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned irrigation systems","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned markets","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned food storage sites","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned Roads","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned Bridges","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned Canals","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Specialized Buildings: polity owned Mines or quarries","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Couriers","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Postal stations","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other General postal service","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Mnemonic devices","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Written records","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Script","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Non-phonetic writing","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Phonetic alphabetic writing","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Lists tables and classifications","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Calendar","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Sacred Texts","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Religious literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Practical literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information History","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Philosophy","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Scientific literature","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Information Fiction","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Articles","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Tokens","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Precious metals","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Foreign coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Indigenous coins","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Other Paper currency","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Most widespread collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Most widespread collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Most widespread collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Most frequent collective ritual of the official cult Frequency for the ritual specialist","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Most frequent collective ritual of the official cult Frequency per participant","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1E","Most frequent collective ritual of the official cult Frequency for the audience","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Social Scale Polity Population","50000","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Social Scale Polity territory","5000","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Social Scale Population of the largest settlement","17200","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Hierarchical Complexity Military levels","2","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Hierarchical Complexity Religious levels","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Hierarchical Complexity Settlement hierarchy","4","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Professions Professional military officers","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Professions Professional soldiers","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Professions Professional priesthood","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Bureaucracy characteristics Examination system","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Law Courts","0.1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned drinking water supply systems","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned markets","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned food storage sites","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned Bridges","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned Canals","0","","","","simple","simple",""
"Valley of Oaxaca","MxAlb1L","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
